	datasetoi	datasetor	goldstandardoi	goldstandardor	method	moduledef	ofinterest	ofreference	organismoi	runningtime	score	organismnetoi	organismnetor	weight
557	yeast_dream5	ecoli_colombos	yeast_sisima#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_dream5#yeast_sisima#ap2	ecoli_colombos#ecoli_regulondb#ap2	yeast	0.0024335384368896484	0.0	yeast	ecoli	0.001851851851851852
558	yeast_dream5	ecoli_dream5	yeast_sisima#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_dream5#yeast_sisima#ap2	ecoli_dream5#ecoli_regulondb#ap2	yeast	0.0024335384368896484	0.0	yeast	ecoli	0.001851851851851852
559	yeast_dream5	human_gtex	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap2	human_gtex#regcircuit	yeast	0.002483844757080078	0.0	yeast	regcircuit	0.001851851851851852
560	yeast_dream5	human_seek_gpl5175	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.0	yeast	regcircuit	0.001851851851851852
561	yeast_dream5	human_tcga	yeast_sisima#ap2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap2	human_tcga#regcircuit	yeast	0.002483844757080078	0.0	yeast	regcircuit	0.001851851851851852
566	yeast_dream5	ecoli_colombos	yeast_sisima#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_dream5#yeast_sisima#ap3	ecoli_colombos#ecoli_regulondb#ap3	yeast	0.0025670528411865234	0.8745853320037279	yeast	ecoli	0.001851851851851852
567	yeast_dream5	ecoli_dream5	yeast_sisima#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_dream5#yeast_sisima#ap3	ecoli_dream5#ecoli_regulondb#ap3	yeast	0.0025670528411865234	0.8745853320037279	yeast	ecoli	0.001851851851851852
568	yeast_dream5	human_gtex	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap3	human_gtex#regcircuit	yeast	0.002483844757080078	0.524908839391462	yeast	regcircuit	0.001851851851851852
569	yeast_dream5	human_seek_gpl5175	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.524908839391462	yeast	regcircuit	0.001851851851851852
570	yeast_dream5	human_tcga	yeast_sisima#ap3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#ap3	human_tcga#regcircuit	yeast	0.002483844757080078	0.524908839391462	yeast	regcircuit	0.001851851851851852
575	yeast_dream5	ecoli_colombos	yeast_sisima#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_dream5#yeast_sisima#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	yeast	0.0025670528411865234	0.8558490752333249	yeast	ecoli	0.001851851851851852
576	yeast_dream5	ecoli_dream5	yeast_sisima#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_dream5#yeast_sisima#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	yeast	0.0023806095123291016	0.5201818401944572	yeast	ecoli	0.001851851851851852
577	yeast_dream5	human_gtex	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl1	human_gtex#regcircuit	yeast	0.002483844757080078	0.3695307036610103	yeast	regcircuit	0.001851851851851852
578	yeast_dream5	human_seek_gpl5175	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.3695307036610103	yeast	regcircuit	0.001851851851851852
579	yeast_dream5	human_tcga	yeast_sisima#mcl1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl1	human_tcga#regcircuit	yeast	0.002483844757080078	0.3695307036610103	yeast	regcircuit	0.001851851851851852
584	yeast_dream5	ecoli_colombos	yeast_sisima#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_dream5#yeast_sisima#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	yeast	0.0025670528411865234	0.6581269197939476	yeast	ecoli	0.001851851851851852
585	yeast_dream5	ecoli_dream5	yeast_sisima#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_dream5#yeast_sisima#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	yeast	0.0025670528411865234	0.6581269197939476	yeast	ecoli	0.001851851851851852
586	yeast_dream5	human_gtex	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl2	human_gtex#regcircuit	yeast	0.002483844757080078	0.2965432169133938	yeast	regcircuit	0.001851851851851852
587	yeast_dream5	human_seek_gpl5175	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.2965432169133938	yeast	regcircuit	0.001851851851851852
588	yeast_dream5	human_tcga	yeast_sisima#mcl2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl2	human_tcga#regcircuit	yeast	0.002483844757080078	0.2965432169133938	yeast	regcircuit	0.001851851851851852
593	yeast_dream5	ecoli_colombos	yeast_sisima#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_dream5#yeast_sisima#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	yeast	0.0025670528411865234	0.8570130234538741	yeast	ecoli	0.001851851851851852
594	yeast_dream5	ecoli_dream5	yeast_sisima#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_dream5#yeast_sisima#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	yeast	0.0023806095123291016	0.5210520120794704	yeast	ecoli	0.001851851851851852
595	yeast_dream5	human_gtex	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl3	human_gtex#regcircuit	yeast	0.002483844757080078	0.3702126992339149	yeast	regcircuit	0.001851851851851852
596	yeast_dream5	human_seek_gpl5175	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.3702126992339149	yeast	regcircuit	0.001851851851851852
597	yeast_dream5	human_tcga	yeast_sisima#mcl3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#mcl3	human_tcga#regcircuit	yeast	0.002483844757080078	0.3702126992339149	yeast	regcircuit	0.001851851851851852
602	yeast_dream5	ecoli_colombos	yeast_sisima#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_dream5#yeast_sisima#minimal	ecoli_colombos#ecoli_regulondb#minimal	yeast	0.0025670528411865234	0.6522506563789133	yeast	ecoli	0.016666666666666666
603	yeast_dream5	ecoli_dream5	yeast_sisima#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_dream5#yeast_sisima#minimal	ecoli_dream5#ecoli_regulondb#minimal	yeast	0.0023806095123291016	0.3655161111398773	yeast	ecoli	0.016666666666666666
604	yeast_dream5	human_gtex	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_sisima#minimal	human_gtex#regcircuit	yeast	0.002483844757080078	0.2886566558150207	yeast	regcircuit	0.016666666666666666
605	yeast_dream5	human_seek_gpl5175	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_sisima#minimal	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.2886566558150207	yeast	regcircuit	0.016666666666666666
606	yeast_dream5	human_tcga	yeast_sisima#minimal	regcircuit	dummy	minimal	yeast_dream5#yeast_sisima#minimal	human_tcga#regcircuit	yeast	0.002483844757080078	0.2886566558150207	yeast	regcircuit	0.016666666666666666
611	yeast_dream5	ecoli_colombos	yeast_sisima#strict	ecoli_regulondb#strict	dummy	strict	yeast_dream5#yeast_sisima#strict	ecoli_colombos#ecoli_regulondb#strict	yeast	0.0025670528411865234	0.4864031573764247	yeast	ecoli	0.016666666666666666
612	yeast_dream5	ecoli_dream5	yeast_sisima#strict	ecoli_regulondb#strict	dummy	strict	yeast_dream5#yeast_sisima#strict	ecoli_dream5#ecoli_regulondb#strict	yeast	0.0025670528411865234	0.4864031573764247	yeast	ecoli	0.016666666666666666
613	yeast_dream5	human_gtex	yeast_sisima#strict	regcircuit	dummy	strict	yeast_dream5#yeast_sisima#strict	human_gtex#regcircuit	yeast	0.002483844757080078	0.106665894803927	yeast	regcircuit	0.016666666666666666
614	yeast_dream5	human_seek_gpl5175	yeast_sisima#strict	regcircuit	dummy	strict	yeast_dream5#yeast_sisima#strict	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.106665894803927	yeast	regcircuit	0.016666666666666666
615	yeast_dream5	human_tcga	yeast_sisima#strict	regcircuit	dummy	strict	yeast_dream5#yeast_sisima#strict	human_tcga#regcircuit	yeast	0.002483844757080078	0.106665894803927	yeast	regcircuit	0.016666666666666666
620	yeast_dream5	ecoli_colombos	yeast_sisima#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_dream5#yeast_sisima#tc1	ecoli_colombos#ecoli_regulondb#tc1	yeast	0.0025670528411865234	0.7347321849868345	yeast	ecoli	0.001851851851851852
621	yeast_dream5	ecoli_dream5	yeast_sisima#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_dream5#yeast_sisima#tc1	ecoli_dream5#ecoli_regulondb#tc1	yeast	0.0025670528411865234	0.7347321849868345	yeast	ecoli	0.001851851851851852
622	yeast_dream5	human_gtex	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc1	human_gtex#regcircuit	yeast	0.002483844757080078	0.2982310188247902	yeast	regcircuit	0.001851851851851852
623	yeast_dream5	human_seek_gpl5175	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc1	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.2982310188247902	yeast	regcircuit	0.001851851851851852
624	yeast_dream5	human_tcga	yeast_sisima#tc1	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc1	human_tcga#regcircuit	yeast	0.002483844757080078	0.2982310188247902	yeast	regcircuit	0.001851851851851852
629	yeast_dream5	ecoli_colombos	yeast_sisima#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_dream5#yeast_sisima#tc2	ecoli_colombos#ecoli_regulondb#tc2	yeast	0.0024335384368896484	0.614138593525532	yeast	ecoli	0.001851851851851852
630	yeast_dream5	ecoli_dream5	yeast_sisima#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_dream5#yeast_sisima#tc2	ecoli_dream5#ecoli_regulondb#tc2	yeast	0.0023806095123291016	0.2122276440922977	yeast	ecoli	0.001851851851851852
631	yeast_dream5	human_gtex	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc2	human_gtex#regcircuit	yeast	0.002483844757080078	0.1566327468256322	yeast	regcircuit	0.001851851851851852
632	yeast_dream5	human_seek_gpl5175	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc2	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.1566327468256322	yeast	regcircuit	0.001851851851851852
633	yeast_dream5	human_tcga	yeast_sisima#tc2	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc2	human_tcga#regcircuit	yeast	0.002483844757080078	0.1566327468256322	yeast	regcircuit	0.001851851851851852
638	yeast_dream5	ecoli_colombos	yeast_sisima#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_dream5#yeast_sisima#tc3	ecoli_colombos#ecoli_regulondb#tc3	yeast	0.0025670528411865234	0.7383087603374214	yeast	ecoli	0.001851851851851852
639	yeast_dream5	ecoli_dream5	yeast_sisima#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_dream5#yeast_sisima#tc3	ecoli_dream5#ecoli_regulondb#tc3	yeast	0.0025670528411865234	0.7383087603374214	yeast	ecoli	0.001851851851851852
640	yeast_dream5	human_gtex	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc3	human_gtex#regcircuit	yeast	0.002483844757080078	0.30008731100350183	yeast	regcircuit	0.001851851851851852
641	yeast_dream5	human_seek_gpl5175	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc3	human_seek_gpl5175#regcircuit	yeast	0.002483844757080078	0.30008731100350183	yeast	regcircuit	0.001851851851851852
642	yeast_dream5	human_tcga	yeast_sisima#tc3	regcircuit	dummy	interconnected	yeast_dream5#yeast_sisima#tc3	human_tcga#regcircuit	yeast	0.002483844757080078	0.30008731100350183	yeast	regcircuit	0.001851851851851852
647	yeast_gpl2529	ecoli_colombos	yeast_macisaac#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap1	ecoli_colombos#ecoli_regulondb#ap1	yeast	0.0026221275329589844	1.1127306727923691	yeast	ecoli	0.001851851851851852
648	yeast_gpl2529	ecoli_dream5	yeast_macisaac#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap1	ecoli_dream5#ecoli_regulondb#ap1	yeast	0.002491950988769531	1.1528987372635702	yeast	ecoli	0.001851851851851852
649	yeast_gpl2529	human_gtex	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap1	human_gtex#regcircuit	yeast	0.003504753112792969	1.1670595805220234	yeast	regcircuit	0.001851851851851852
650	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	1.1670595805220234	yeast	regcircuit	0.001851851851851852
651	yeast_gpl2529	human_tcga	yeast_macisaac#ap1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap1	human_tcga#regcircuit	yeast	0.003504753112792969	1.1670595805220234	yeast	regcircuit	0.001851851851851852
656	yeast_gpl2529	ecoli_colombos	yeast_macisaac#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap2	ecoli_colombos#ecoli_regulondb#ap2	yeast	0.002279996871948242	0.8774483059635956	yeast	ecoli	0.001851851851851852
657	yeast_gpl2529	ecoli_dream5	yeast_macisaac#ap2	ecoli_regulondb#ap2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap2	ecoli_dream5#ecoli_regulondb#ap2	yeast	0.002279996871948242	0.8774483059635956	yeast	ecoli	0.001851851851851852
658	yeast_gpl2529	human_gtex	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap2	human_gtex#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
659	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
660	yeast_gpl2529	human_tcga	yeast_macisaac#ap2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap2	human_tcga#regcircuit	yeast	0.003504753112792969	0.0	yeast	regcircuit	0.001851851851851852
665	yeast_gpl2529	ecoli_colombos	yeast_macisaac#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap3	ecoli_colombos#ecoli_regulondb#ap3	yeast	0.0026221275329589844	1.2021392974433749	yeast	ecoli	0.001851851851851852
666	yeast_gpl2529	ecoli_dream5	yeast_macisaac#ap3	ecoli_regulondb#ap3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap3	ecoli_dream5#ecoli_regulondb#ap3	yeast	0.0026221275329589844	1.2021392974433749	yeast	ecoli	0.001851851851851852
667	yeast_gpl2529	human_gtex	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap3	human_gtex#regcircuit	yeast	0.003504753112792969	1.137138999697774	yeast	regcircuit	0.001851851851851852
668	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	1.137138999697774	yeast	regcircuit	0.001851851851851852
669	yeast_gpl2529	human_tcga	yeast_macisaac#ap3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#ap3	human_tcga#regcircuit	yeast	0.003504753112792969	1.137138999697774	yeast	regcircuit	0.001851851851851852
674	yeast_gpl2529	ecoli_colombos	yeast_macisaac#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	yeast	0.0026221275329589844	0.946074157201405	yeast	ecoli	0.001851851851851852
675	yeast_gpl2529	ecoli_dream5	yeast_macisaac#mcl1	ecoli_regulondb#mcl1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	yeast	0.002491950988769531	1.078921070413641	yeast	ecoli	0.001851851851851852
676	yeast_gpl2529	human_gtex	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl1	human_gtex#regcircuit	yeast	0.003504753112792969	1.0663527987151091	yeast	regcircuit	0.001851851851851852
677	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	1.0663527987151091	yeast	regcircuit	0.001851851851851852
678	yeast_gpl2529	human_tcga	yeast_macisaac#mcl1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl1	human_tcga#regcircuit	yeast	0.003504753112792969	1.0663527987151091	yeast	regcircuit	0.001851851851851852
683	yeast_gpl2529	ecoli_colombos	yeast_macisaac#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	yeast	0.0026221275329589844	1.0181214525784812	yeast	ecoli	0.001851851851851852
684	yeast_gpl2529	ecoli_dream5	yeast_macisaac#mcl2	ecoli_regulondb#mcl2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	yeast	0.0026221275329589844	1.0181214525784812	yeast	ecoli	0.001851851851851852
685	yeast_gpl2529	human_gtex	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl2	human_gtex#regcircuit	yeast	0.003504753112792969	0.9564496489945672	yeast	regcircuit	0.001851851851851852
686	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.9564496489945672	yeast	regcircuit	0.001851851851851852
687	yeast_gpl2529	human_tcga	yeast_macisaac#mcl2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl2	human_tcga#regcircuit	yeast	0.003504753112792969	0.9564496489945672	yeast	regcircuit	0.001851851851851852
692	yeast_gpl2529	ecoli_colombos	yeast_macisaac#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	yeast	0.0026221275329589844	0.9497578897805509	yeast	ecoli	0.001851851851851852
693	yeast_gpl2529	ecoli_dream5	yeast_macisaac#mcl3	ecoli_regulondb#mcl3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	yeast	0.002491950988769531	1.0831681193395064	yeast	ecoli	0.001851851851851852
694	yeast_gpl2529	human_gtex	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl3	human_gtex#regcircuit	yeast	0.003504753112792969	1.0705958224784504	yeast	regcircuit	0.001851851851851852
695	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	1.0705958224784504	yeast	regcircuit	0.001851851851851852
696	yeast_gpl2529	human_tcga	yeast_macisaac#mcl3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#mcl3	human_tcga#regcircuit	yeast	0.003504753112792969	1.0705958224784504	yeast	regcircuit	0.001851851851851852
701	yeast_gpl2529	ecoli_colombos	yeast_macisaac#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_gpl2529#yeast_macisaac#minimal	ecoli_colombos#ecoli_regulondb#minimal	yeast	0.0026221275329589844	0.5621249164540818	yeast	ecoli	0.016666666666666666
702	yeast_gpl2529	ecoli_dream5	yeast_macisaac#minimal	ecoli_regulondb#minimal	dummy	minimal	yeast_gpl2529#yeast_macisaac#minimal	ecoli_dream5#ecoli_regulondb#minimal	yeast	0.002491950988769531	0.5623078845277202	yeast	ecoli	0.016666666666666666
703	yeast_gpl2529	human_gtex	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_macisaac#minimal	human_gtex#regcircuit	yeast	0.003504753112792969	0.5095195630117929	yeast	regcircuit	0.016666666666666666
704	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_macisaac#minimal	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.5095195630117929	yeast	regcircuit	0.016666666666666666
705	yeast_gpl2529	human_tcga	yeast_macisaac#minimal	regcircuit	dummy	minimal	yeast_gpl2529#yeast_macisaac#minimal	human_tcga#regcircuit	yeast	0.003504753112792969	0.5095195630117929	yeast	regcircuit	0.016666666666666666
710	yeast_gpl2529	ecoli_colombos	yeast_macisaac#strict	ecoli_regulondb#strict	dummy	strict	yeast_gpl2529#yeast_macisaac#strict	ecoli_colombos#ecoli_regulondb#strict	yeast	0.0026221275329589844	0.965940863217254	yeast	ecoli	0.016666666666666666
711	yeast_gpl2529	ecoli_dream5	yeast_macisaac#strict	ecoli_regulondb#strict	dummy	strict	yeast_gpl2529#yeast_macisaac#strict	ecoli_dream5#ecoli_regulondb#strict	yeast	0.0026221275329589844	0.965940863217254	yeast	ecoli	0.016666666666666666
712	yeast_gpl2529	human_gtex	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_macisaac#strict	human_gtex#regcircuit	yeast	0.003504753112792969	0.5340441285769544	yeast	regcircuit	0.016666666666666666
713	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_macisaac#strict	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.5340441285769544	yeast	regcircuit	0.016666666666666666
714	yeast_gpl2529	human_tcga	yeast_macisaac#strict	regcircuit	dummy	strict	yeast_gpl2529#yeast_macisaac#strict	human_tcga#regcircuit	yeast	0.003504753112792969	0.5340441285769544	yeast	regcircuit	0.016666666666666666
719	yeast_gpl2529	ecoli_colombos	yeast_macisaac#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc1	ecoli_colombos#ecoli_regulondb#tc1	yeast	0.0026221275329589844	0.8989509122110825	yeast	ecoli	0.001851851851851852
720	yeast_gpl2529	ecoli_dream5	yeast_macisaac#tc1	ecoli_regulondb#tc1	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc1	ecoli_dream5#ecoli_regulondb#tc1	yeast	0.0026221275329589844	0.8989509122110825	yeast	ecoli	0.001851851851851852
721	yeast_gpl2529	human_gtex	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc1	human_gtex#regcircuit	yeast	0.003504753112792969	0.8604906164116034	yeast	regcircuit	0.001851851851851852
722	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc1	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.8604906164116034	yeast	regcircuit	0.001851851851851852
723	yeast_gpl2529	human_tcga	yeast_macisaac#tc1	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc1	human_tcga#regcircuit	yeast	0.003504753112792969	0.8604906164116034	yeast	regcircuit	0.001851851851851852
728	yeast_gpl2529	ecoli_colombos	yeast_macisaac#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc2	ecoli_colombos#ecoli_regulondb#tc2	yeast	0.002279996871948242	0.4798373445389707	yeast	ecoli	0.001851851851851852
729	yeast_gpl2529	ecoli_dream5	yeast_macisaac#tc2	ecoli_regulondb#tc2	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc2	ecoli_dream5#ecoli_regulondb#tc2	yeast	0.002491950988769531	0.29456755574429944	yeast	ecoli	0.001851851851851852
730	yeast_gpl2529	human_gtex	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc2	human_gtex#regcircuit	yeast	0.003504753112792969	0.2591476831428907	yeast	regcircuit	0.001851851851851852
731	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc2	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.2591476831428907	yeast	regcircuit	0.001851851851851852
732	yeast_gpl2529	human_tcga	yeast_macisaac#tc2	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc2	human_tcga#regcircuit	yeast	0.003504753112792969	0.2591476831428907	yeast	regcircuit	0.001851851851851852
737	yeast_gpl2529	ecoli_colombos	yeast_macisaac#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc3	ecoli_colombos#ecoli_regulondb#tc3	yeast	0.0026221275329589844	0.8950024672072854	yeast	ecoli	0.001851851851851852
738	yeast_gpl2529	ecoli_dream5	yeast_macisaac#tc3	ecoli_regulondb#tc3	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc3	ecoli_dream5#ecoli_regulondb#tc3	yeast	0.0026221275329589844	0.8950024672072854	yeast	ecoli	0.001851851851851852
739	yeast_gpl2529	human_gtex	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc3	human_gtex#regcircuit	yeast	0.003504753112792969	0.8566918580964397	yeast	regcircuit	0.001851851851851852
740	yeast_gpl2529	human_seek_gpl5175	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc3	human_seek_gpl5175#regcircuit	yeast	0.003504753112792969	0.8566918580964397	yeast	regcircuit	0.001851851851851852
741	yeast_gpl2529	human_tcga	yeast_macisaac#tc3	regcircuit	dummy	interconnected	yeast_gpl2529#yeast_macisaac#tc3	human_tcga#regcircuit	yeast	0.003504753112792969	0.8566918580964397	yeast	regcircuit	0.001851851851851852
746	yeast_gpl2529	ecoli_colombos	yeast_sisima#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap1	ecoli_colombos#ecoli_regulondb#ap1	yeast	0.0026221275329589844	0.8877679059127791	yeast	ecoli	0.001851851851851852
747	yeast_gpl2529	ecoli_dream5	yeast_sisima#ap1	ecoli_regulondb#ap1	dummy	interconnected	yeast_gpl2529#yeast_sisima#ap1	ecoli_dream5#ecoli_regulondb#ap1	yeast	0.002491950988769531	0.5745388583989515	yeast	ecoli	0.001851851851851852
